Specimen Type,Lab Test Name,LBTEST,LBTESTCD,Collected Unit,Standard Unit,Standard Conversion Factor,Creation Date,Last Modified Date,Reference Standard Unit
serum,Lactate Dehydrogenase-1 Isoenzyme,#N/A,,%,%,1,2018/4/27,,Y
plasma,Lactate Dehydrogenase-1 Isoenzyme,#N/A,,IU/L,microkat/L,0.0167,2018/4/27,,Y
plasma,Lactate Dehydrogenase-1 Isoenzyme,#N/A,,microkat/L,microkat/L,1,2018/4/27,,Y
serum,Lactate Dehydrogenase-1 Isoenzyme,#N/A,,IU/L,microkat/L,0.0167,2018/4/27,,Y
serum,Lactate Dehydrogenase-1 Isoenzyme,#N/A,,microkat/L,microkat/L,1,2018/4/27,,Y
serum,Lactate Dehydrogenase-2 Isoenzyme,#N/A,,%,%,1,2018/4/27,,Y
serum,Lactate Dehydrogenase-3 Isoenzyme,#N/A,,%,%,1,2018/4/27,,Y
serum,Lactate Dehydrogenase-4 Isoenzyme,#N/A,,%,%,1,2018/4/27,,Y
serum,Lactate Dehydrogenase-5 Isoenzyme,#N/A,,%,%,1,2018/4/27,,Y
plasma,Lactic Acid,Lactic Acid,,mg/dL,mmol/L,0.111,2018/4/27,,Y
plasma,Lactic Acid,Lactic Acid,,mEq/L,mmol/L,1,2018/4/27,,Y
blood,Lactic Acid,Lactic Acid,,mg/dL,mmol/L,0.111,2018/4/27,,Y
blood,Lactic Acid,Lactic Acid,,mEq/L,mmol/L,1,2018/4/27,,Y
plasma,Lactic Acid,Lactic Acid,,mmol/L,mmol/L,1,2018/4/27,,Y
blood,Lactic Acid,Lactic Acid,,mmol/L,mmol/L,1,2018/4/27,,Y
serum,Lactic Acid,Lactic Acid,,mmol/L,mmol/L,1,2018/4/27,,Y
serum,Lactic Acid,Lactic Acid,,mEq/L,mmol/L,1,2018/4/27,,Y
serum,Lactic Acid,Lactic Acid,,mg/dL,mmol/L,0.111,2018/4/27,,Y
serum,Lactoferrin IgG Antibody,#N/A,,U/mL,U/mL,1,2018/4/27,,Y
serum,Lactose Tolerance,#N/A,,mg/dL,mmol/L,0.0555,2018/4/27,,Y
serum,Lambda Free Light Chains,#N/A,,mg/L,mg/L,1,2018/4/27,,Y
serum,Lambda Free Light Chains,#N/A,,mg/dL,mg/L,10,2018/4/27,,Y
serum,Lambda Free Light Chains,#N/A,,mg%,mg/L,10,2018/4/27,,Y
serum,Lambs Quarters Weed Allergen,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
serum,Latex Allergen IgE,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
serum,Lepidoglyphus Destructor Allergen RAST,#N/A,,kIU/L,kIU/L,1,2018/4/27,,N
serum,Leptin,LEPTIN,,ng/mL,ng/mL,1,2018/4/27,,N
plasma,Leptin,LEPTIN,,ng/mL,ng/mL,1,2018/4/27,,N
plasma,Leucine,Leucine,,mg/dL,micromol/L,76.3,2018/4/27,,Y
plasma,Leucine,Leucine,,micromol/L,micromol/L,1,2018/4/27,,Y
serum,Leucine,Leucine,,mg/dL,micromol/L,76.3,2018/4/27,,Y
serum,Leucine,Leucine,,micromol/L,micromol/L,1,2018/4/27,,Y
serum,Leucine Aminopeptidase,Leucine Aminopeptidase,,microkat/L,microkat/L,1,2018/4/27,,Y
serum,Leucine Aminopeptidase,Leucine Aminopeptidase,,IU/L,microkat/L,0.017,2018/4/27,,Y
plasma,Leucine Isotope Enrichment,#N/A,,,,,2018/4/27,,
blood,Leukemic Blasts,Leukemic Blasts,,10[9]/L,10[9]/L,1,2018/4/27,,N
blood,Leukemic Blasts,Leukemic Blasts,,10[3]/microL,10[9]/L,1,2018/4/27,,Y
blood,Leukemic Blasts,Leukemic Blasts,,/microL,10[9]/L,0.001,2018/4/27,,N
blood,Leukemic Blasts,Leukemic Blasts,,/nL,10[9]/L,1,2018/4/27,,N
blood,Leukemic Blasts,Leukemic Blasts,,10[3]/mm[3],10[9]/L,1,2018/4/27,,N
blood,Leukemic Blasts,Leukemic Blasts,,/mm[3],10[9]/L,0.001,2018/4/27,,N
blood,Leukemic Blasts/Lymphocytes,Leukemic Blasts/Lymphocytes,,%,%,1,2018/4/27,,Y
blood,Leukocyte Alkaline Phosphatase Stain,#N/A,,,,,2018/4/27,,
plasma,Leukocyte Alkaline Phosphatase Stain,#N/A,,,,,2018/4/27,,
blood,Leukocytes,Leukocytes,,10[3]/microL,10[9]/L,1,2018/4/27,,Y
blood,Leukocytes,Leukocytes,,10[9]/L,10[9]/L,1,2018/4/27,,Y
blood,Leukocytes,Leukocytes,,/microL,10[9]/L,0.001,2018/4/27,,Y
blood,Leukocytes,Leukocytes,,10[6]/mL,10[9]/L,1,2018/4/27,,Y
blood,Leukocytes,Leukocytes,,10[2]/microL,10[9]/L,0.1,2018/4/27,,Y
blood,Leukocytes,Leukocytes,,mm[3],10[9]/L,0.001,2018/4/27,,Y
blood,Leukocytes,Leukocytes,,10[3]/mL,10[9]/L,0.001,2018/4/27,,Y
blood,Leukocytes,Leukocytes,,10[2]/mm[3],10[9]/L,0.1,2018/4/27,,Y
blood,Leukocytes,Leukocytes,,10[6]/L,10[9]/L,0.001,2018/4/27,,Y
blood,Leukocytes,Leukocytes,,10[3]/mm[3],10[9]/L,1,2018/4/27,,Y
blood,Leukocytes,Leukocytes,,/nL,10[9]/L,1,2018/4/27,,Y
blood,Leukocytes,Leukocytes,,/mm[3],10[9]/L,0.001,2018/4/27,,Y
serum,Leukotriene B4,Leukotriene B4,,pg/mL,pg/mL,1,2018/4/27,,Y
plasma,Leukotriene B4,Leukotriene B4,,pg/mL,pg/mL,1,2018/4/27,,Y
plasma,Leukotriene C4,#N/A,,pg/mL,pg/mL,1,2018/4/27,,Y
serum,Leukotriene C4,#N/A,,pg/mL,pg/mL,1,2018/4/27,,Y
plasma,Leukotriene D4,Leukotriene D4,,pg/mL,pg/mL,1,2018/4/27,,Y
serum,Leukotriene D4,Leukotriene D4,,pg/mL,pg/mL,1,2018/4/27,,Y
serum,Limulus Amebocyte Lysate,#N/A,,pg/mL,ETU/mL,0.012,2018/4/27,,N
serum,Lipemic Index,Lipemic Index,,OD,OD,1,2018/4/27,,Y
plasma,Lipemic Index,Lipemic Index,,OD,OD,1,2018/4/27,,Y
serum,Lipoprotein A-I,#N/A,,mg/dL,mg/dL,1,2018/4/27,,N
plasma,Lipoprotein A-I,#N/A,,mg/dL,mg/dL,1,2018/4/27,,N
plasma,Lipoprotein Lipase,#N/A,,IU/L,mIU/mL,1,2018/4/27,,Y
plasma,Lipoprotein Lipase,#N/A,,mIU/mL,mIU/mL,1,2018/4/27,,Y
plasma,Lipoprotein(a),#N/A,,mg/dL,gm/L,0.01,2018/4/27,,Y
serum,Lipoprotein(a),#N/A,,mg/dL,gm/L,0.01,2018/4/27,,Y
plasma,Lipoprotein(a),#N/A,,microgm/mL,gm/L,0.001,2018/4/27,,Y
plasma,Lipoprotein(a) 1 Cholesterol - DGC,#N/A,,mg/dL,gm/L,0.01,2018/4/27,,N
plasma,Lipoprotein(a) 2 Cholesterol - DGC,#N/A,,mg/dL,gm/L,0.01,2018/4/27,,N
plasma,Lipoprotein(a) 3 Cholesterol - DGC,#N/A,,mg/dL,gm/L,0.01,2018/4/27,,N
plasma,Lipoprotein(a) 4 Cholesterol - DGC,#N/A,,mg/dL,gm/L,0.01,2018/4/27,,N
plasma,Lipoprotein(a) 5 Cholesterol - DGC,#N/A,,mg/dL,gm/L,0.01,2018/4/27,,N
plasma,Lipoprotein(a) Cholesterol - DGC,#N/A,,mg/dL,gm/L,0.01,2018/4/27,,Y
blood,Lithium,#N/A,,mmol/L,mmol/L,1,2018/4/27,,Y
serum,Lithium,#N/A,,mEq/L,mmol/L,1,2018/4/27,,Y
serum,Liver Alkaline Phosphatase,#N/A,,IU/L,IU/L,1,2018/4/27,,Y
serum,Liver Alkaline Phosphatase/ALP,#N/A,,%,%,1,2018/4/27,,Y
serum,Liver-Kidney Microsome Antibody,#N/A,,U/mL,U/mL,1,2018/4/27,,N
serum,Liver-Kidney Microsome IgG Antibody,#N/A,,units,units,1,2018/4/27,,Y
serum,Luteinizing Hormone,Luteinizing Hormone,,mIU/mL,IU/L,1,2018/4/27,,Y
blood,Luteinizing Hormone,Luteinizing Hormone,,IU/L,IU/L,1,2018/4/27,,Y
plasma,Luteinizing Hormone,Luteinizing Hormone,,IU/L,IU/L,1,2018/4/27,,Y
plasma,Luteinizing Hormone,Luteinizing Hormone,,mIU/mL,IU/L,1,2018/4/27,,Y
blood,Luteinizing Hormone,Luteinizing Hormone,,mIU/mL,IU/L,1,2018/4/27,,Y
serum,Luteinizing Hormone,Luteinizing Hormone,,IU/L,IU/L,1,2018/4/27,,Y
blood,Lymphocytes,Lymphocytes,,/microL,10[9]/L,0.001,2018/4/27,,Y
blood,Lymphocytes,Lymphocytes,,10[6]/L,10[9]/L,0.001,2018/4/27,,Y
blood,Lymphocytes,Lymphocytes,,/mm[3],10[9]/L,0.001,2018/4/27,,Y
blood,Lymphocytes,Lymphocytes,,10[2]/microL,10[9]/L,0.1,2018/4/27,,Y
blood,Lymphocytes,Lymphocytes,,/nL,10[9]/L,1,2018/4/27,,Y
blood,Lymphocytes,Lymphocytes,,10[3]/mm[3],10[9]/L,1,2018/4/27,,Y
blood,Lymphocytes,Lymphocytes,,10[3]/microL,10[9]/L,1,2018/4/27,,Y
blood,Lymphocytes,Lymphocytes,,10[9]/L,10[9]/L,1,2018/4/27,,Y
blood,Lymphocytes,Lymphocytes,,10[6]/mL,10[9]/L,1,2018/4/27,,Y
blood,Lymphocytes Atypical,Lymphocytes Atypical,,10[3]/microL,10[9]/L,1,2018/4/27,,Y
blood,Lymphocytes Atypical,Lymphocytes Atypical,,/microL,10[9]/L,0.001,2018/4/27,,Y
blood,Lymphocytes Atypical,Lymphocytes Atypical,,10[2]/microL,10[9]/L,0.1,2018/4/27,,Y
blood,Lymphocytes Atypical,Lymphocytes Atypical,,10[6]/L,10[9]/L,0.001,2018/4/27,,Y
blood,Lymphocytes Atypical,Lymphocytes Atypical,,/mm[3],10[9]/L,0.001,2018/4/27,,Y
blood,Lymphocytes Atypical,Lymphocytes Atypical,,/nL,10[9]/L,1,2018/4/27,,Y
blood,Lymphocytes Atypical,Lymphocytes Atypical,,10[3]/mm[3],10[9]/L,1,2018/4/27,,Y
blood,Lymphocytes Atypical,Lymphocytes Atypical,,10[9]/L,10[9]/L,1,2018/4/27,,Y
blood,Lymphocytes Atypical/Leukocytes,Lymphocytes Atypical/Leukocytes,,10[3]/mm[3],10[9]/L,1,2018/4/27,,Y
blood,Lymphocytes Atypical/Leukocytes,Lymphocytes Atypical/Leukocytes,,/nL,10[9]/L,1,2018/4/27,,Y
blood,Lymphocytes Atypical/Leukocytes,Lymphocytes Atypical/Leukocytes,,10[3]/microL,10[9]/L,1,2018/4/27,,Y
blood,Lymphocytes Atypical/Leukocytes,Lymphocytes Atypical/Leukocytes,,/microL,10[9]/L,0.001,2018/4/27,,Y
blood,Lymphocytes Atypical/Leukocytes,Lymphocytes Atypical/Leukocytes,,%,%,1,2018/4/27,,Y
blood,Lymphocytes Atypical/Leukocytes,Lymphocytes Atypical/Leukocytes,,10[9]/L,10[9]/L,1,2018/4/27,,Y
blood,Lymphocytes Atypical/Leukocytes,Lymphocytes Atypical/Leukocytes,,/mm[3],10[9]/L,0.001,2018/4/27,,Y
blood,Lymphocytes/Leukocytes,Lymphocytes/Leukocytes,,/mm[3],10[9]/L,0.001,2018/4/27,,Y
blood,Lymphocytes/Leukocytes,Lymphocytes/Leukocytes,,10[9]/L,10[9]/L,1,2018/4/27,,Y
blood,Lymphocytes/Leukocytes,Lymphocytes/Leukocytes,,/nL,10[9]/L,1,2018/4/27,,Y
blood,Lymphocytes/Leukocytes,Lymphocytes/Leukocytes,,10[3]/microL,10[9]/L,1,2018/4/27,,Y
blood,Lymphocytes/Leukocytes,Lymphocytes/Leukocytes,,10[3]/mm[3],10[9]/L,1,2018/4/27,,Y
blood,Lymphocytes/Leukocytes,Lymphocytes/Leukocytes,,%,%,1,2018/4/27,,Y
blood,Lymphocytes/Leukocytes,Lymphocytes/Leukocytes,,/microL,10[9]/L,0.001,2018/4/27,,Y
blood,Lymphoid Cells,#N/A,,10[3]/microL,10[9]/L,1,2018/4/27,,Y
blood,Lymphoid Cells/Leukocytes,#N/A,,%,%,1,2018/4/27,,Y
blood,Lymphoma Cells,Lymphoma Cells,,10[3]/microL,10[9]/L,1,2018/4/27,,Y
blood,Lymphoma Cells,Lymphoma Cells,,10[9]/L,10[9]/L,1,2018/4/27,,Y
blood,Lymphoma Cells/Lymphocytes,Lymphoma Cells/Lymphocytes,,%,%,1,2018/4/27,,Y
plasma,Lymphotactin,Lymphotactin,,ng/mL,ng/mL,1,2018/4/27,,Y
serum,Lymphotactin,Lymphotactin,,ng/mL,ng/mL,1,2018/4/27,,Y
serum,Lysozyme IgG Antibody,#N/A,,U/mL,U/mL,1,2018/4/27,,Y
serum,M-Protein,#N/A,,gm/dL,gm/dL,1,2018/4/27,,N
serum,M-Protein,#N/A,,mg/dL,gm/dL,0.001,2018/4/27,,N
serum,M-Protein,#N/A,,gm/L,gm/dL,0.1,2018/4/27,,N
serum,M-Protein Spike 1,#N/A,,gm/dL,gm/dL,1,2018/4/27,,N
serum,M-Protein Spike 1/Protein,#N/A,,%,%,1,2018/4/27,,N
serum,M-Protein Spike 2,#N/A,,gm/dL,gm/dL,1,2018/4/27,,N
serum,M-Protein Spike 2/Protein,#N/A,,%,%,1,2018/4/27,,N
serum,M-Protein Spike 3,#N/A,,gm/dL,gm/dL,1,2018/4/27,,N
serum,M-Protein Spike 3/Protein,#N/A,,%,%,1,2018/4/27,,N
serum,M-Protein Spike 4,#N/A,,gm/dL,gm/dL,1,2018/4/27,,N
serum,M-Protein Spike 4/Protein,#N/A,,%,%,1,2018/4/27,,N
serum,M-Protein/Protein,#N/A,,%,%,1,2018/4/27,,N
serum,MELD Score,#N/A,,,,,2018/4/27,,
serum,MK8808 AntiDrug Antibody Titer,#N/A,,titer (:),titer (:),1,2018/4/27,,N
serum,Macro CK Type 1/Creatine Kinase,#N/A,,%,%,1,2018/4/27,,Y
serum,Macro CK Type 2/Creatine Kinase,#N/A,,%,%,1,2018/4/27,,Y
plasma,Macrophage Derived Chemokine,#N/A,,pg/mL,pg/mL,1,2018/4/27,,N
serum,Macrophage Derived Chemokine,#N/A,,pg/mL,pg/mL,1,2018/4/27,,N
plasma,Macrophage Inflammatory Protein-1 Alpha,#N/A,,pg/mL,pg/mL,1,2018/4/27,,N
serum,Macrophage Inflammatory Protein-1 Alpha,#N/A,,pg/mL,pg/mL,1,2018/4/27,,N
serum,Macrophage Inflammatory Protein-1 Beta,#N/A,,pg/mL,pg/mL,1,2018/4/27,,N
plasma,Macrophage Inflammatory Protein-1 Beta,#N/A,,pg/mL,pg/mL,1,2018/4/27,,N
serum,Magnesium,Magnesium,,mg/L,mmol/L,0.0411,2018/4/27,,Y
blood,Magnesium,Magnesium,,mg/L,mmol/L,0.0411,2018/4/27,,Y
blood,Magnesium,Magnesium,,mg/dL,mmol/L,0.4114,2018/4/27,,Y
plasma,Magnesium,Magnesium,,microgm/mL,mmol/L,0.0411,2018/4/27,,Y
plasma,Magnesium,Magnesium,,mmol/L,mmol/L,1,2018/4/27,,Y
serum,Magnesium,Magnesium,,microgm/mL,mmol/L,0.0411,2018/4/27,,Y
serum,Magnesium,Magnesium,,mEq/L,mmol/L,0.5,2018/4/27,,Y
blood,Magnesium,Magnesium,,mmol/L,mmol/L,1,2018/4/27,,Y
plasma,Magnesium,Magnesium,,mEq/L,mmol/L,0.5,2018/4/27,,Y
blood,Magnesium,Magnesium,,mEq/L,mmol/L,0.5,2018/4/27,,Y
plasma,Magnesium,Magnesium,,mg/L,mmol/L,0.0411,2018/4/27,,Y
serum,Magnesium,Magnesium,,mmol/L,mmol/L,1,2018/4/27,,Y
serum,Magnesium,Magnesium,,mg/dL,mmol/L,0.4114,2018/4/27,,Y
plasma,Magnesium,Magnesium,,mg/dL,mmol/L,0.4114,2018/4/27,,Y
serum,Magnesium,Magnesium,,mg%,mmol/L,0.4114,2018/4/27,,Y
plasma,Magnesium,Magnesium,,mg%,mmol/L,0.4114,2018/4/27,,Y
blood,Magnesium,Magnesium,,microgm/mL,mmol/L,0.0411,2018/4/27,,Y
serum,Malassezia IgE,#N/A,,IU/mL,kIU/L,1,2018/4/27,,Y
serum,Malassezia IgE,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
blood,Malignant Cells,#N/A,,10[3]/microL,10[9]/L,1,2018/4/27,,Y
blood,Malignant Cells,#N/A,,10[9]/L,10[9]/L,1,2018/4/27,,Y
blood,Malignant Cells/Blood Cells,#N/A,,%,%,1,2018/4/27,,Y
serum,Mandarine f302 Allergen Sp IgG,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
plasma,Manganese,#N/A,,microgm/L,nmol/L,18.2,2018/4/27,,Y
plasma,Matrix Metalloproteinase 2,Matrix Metalloproteinase 2,,ng/mL,ng/mL,1,2018/4/27,,N
serum,Matrix Metalloproteinase 2,Matrix Metalloproteinase 2,,ng/mL,ng/mL,1,2018/4/27,,N
plasma,Matrix Metalloproteinase 3,Matrix Metalloproteinase 3,,ng/mL,ng/mL,1,2018/4/27,,N
serum,Matrix Metalloproteinase 3,Matrix Metalloproteinase 3,,ng/mL,ng/mL,1,2018/4/27,,N
serum,Matrix Metalloproteinase 9,Matrix Metalloproteinase 9,,ng/mL,ng/mL,1,2018/4/27,,N
plasma,Matrix Metalloproteinase 9,Matrix Metalloproteinase 9,,ng/mL,ng/mL,1,2018/4/27,,N
blood,Mature Plasma Cells,Mature Plasma Cells,,10[9]/L,10[9]/L,1,2018/4/27,,Y
blood,Mature Plasma Cells,Mature Plasma Cells,,10[3]/microL,10[9]/L,1,2018/4/27,,Y
blood,Mature Plasma Cells/Lymphocytes,Mature Plasma Cells/Lymphocytes,,%,%,1,2018/4/27,,Y
blood,Maximum Amplitude,#N/A,,mm,mm,1,2018/4/27,,Y
blood,Mean Platelet Volume,Mean Platelet Volume,,micron[3],fL,1,2018/4/27,,Y
blood,Mean Platelet Volume,Mean Platelet Volume,,fL,fL,1,2018/4/27,,N
serum,Measles IgG Antibody,#N/A,,mIU/mL,mIU/mL,1,2018/4/27,,N
serum,Measles IgM Antibody,#N/A,,mIU/mL,mIU/mL,1,2018/4/27,,N
serum,Mesquite Tree IgE,#N/A,,kIU/L,kIU/L,1,2018/4/27,,N
blood,Metamyelocyte Count,#N/A,,10[9]/L,10[9]/L,1,2018/4/27,,N
blood,Metamyelocyte Count,#N/A,,/microL,10[9]/L,0.001,2018/4/27,,N
blood,Metamyelocyte Count,#N/A,,10[3]/mm[3],10[9]/L,1,2018/4/27,,N
blood,Metamyelocyte Count,#N/A,,/mm[3],10[9]/L,0.001,2018/4/27,,N
blood,Metamyelocyte Count,#N/A,,/nL,10[9]/L,1,2018/4/27,,N
blood,Metamyelocyte Count,#N/A,,10[3]/microL,10[9]/L,1,2018/4/27,,Y
blood,Metamyelocytes/Leukocytes,Metamyelocytes/Leukocytes,,%,%,1,2018/4/27,,Y
plasma,Metanephrine,Metanephrine,,ng/L,ng/L,1,2018/4/27,,Y
blood,Methemoglobin,Methemoglobin,,gm/dL,micromol/L,155,2018/4/27,,Y
blood,Methemoglobin/Hemoglobin,#N/A,,%,%,1,2018/4/27,,Y
serum,Methylmalonic Acid,Methylmalonic Acid,,micromol/L,micromol/L,1,2018/4/27,,N
plasma,Methylmalonic Acid,Methylmalonic Acid,,nmol/L,micromol/L,0.001,2018/4/27,,Y
serum,Methylmalonic Acid,Methylmalonic Acid,,nmol/L,micromol/L,0.001,2018/4/27,,Y
serum,Microorganism-Mix mx1 Allergen Sp IgE,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
plasma,Mid-Regional Pro-Adrenomedullin,#N/A,,nmol/L,nmol/L,1,2018/4/27,,N
blood,Midrange Leukocytes,#N/A,,10[9]/L,10[9]/L,1,2018/4/27,,Y
blood,Midrange Leukocytes/Leukocytes,#N/A,,%,%,1,2018/4/27,,Y
serum,Milk Allergen RAST,#N/A,,U/mL,kIU/L,1,2018/4/27,,Y
serum,Milk Allergen RAST,#N/A,,IU/mL,kIU/L,1,2018/4/27,,Y
serum,Milk Allergen RAST,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
serum,Mitochondrial Antibody Titer,#N/A,,titer (:),titer (:),1,2018/4/27,,N
serum,Mixed Cockroach Allergen,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
serum,Mixed Mold Allergen,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
blood,Monoblasts,Monoblasts,,10[9]/L,10[9]/L,1,2018/4/27,,Y
blood,Monoblasts,Monoblasts,,/mm[3],10[9]/L,0.001,2018/4/27,,Y
blood,Monoblasts,Monoblasts,,/microL,10[9]/L,0.001,2018/4/27,,Y
blood,Monoblasts,Monoblasts,,10[3]/microL,10[9]/L,1,2018/4/27,,Y
blood,Monoblasts,Monoblasts,,/nL,10[9]/L,1,2018/4/27,,Y
blood,Monoblasts,Monoblasts,,10[3]/mm[3],10[9]/L,1,2018/4/27,,Y
blood,Monoblasts/Leukocytes,Monoblasts/Leukocytes,,10[3]/mm[3],10[9]/L,1,2018/4/27,,Y
blood,Monoblasts/Leukocytes,Monoblasts/Leukocytes,,10[3]/microL,10[9]/L,1,2018/4/27,,Y
blood,Monoblasts/Leukocytes,Monoblasts/Leukocytes,,/nL,10[9]/L,1,2018/4/27,,Y
blood,Monoblasts/Leukocytes,Monoblasts/Leukocytes,,/mm[3],10[9]/L,0.001,2018/4/27,,Y
blood,Monoblasts/Leukocytes,Monoblasts/Leukocytes,,10[9]/L,10[9]/L,1,2018/4/27,,Y
blood,Monoblasts/Leukocytes,Monoblasts/Leukocytes,,%,%,1,2018/4/27,,Y
blood,Monoblasts/Leukocytes,Monoblasts/Leukocytes,,/microL,10[9]/L,0.001,2018/4/27,,Y
serum,Monocyte Chemoattractant Protein-1,#N/A,,pg/mL,pg/mL,1,2018/4/27,,N
plasma,Monocyte Chemoattractant Protein-1,#N/A,,pg/mL,pg/mL,1,2018/4/27,,N
blood,Monocyte+Eosinophil+Basophil/Leukocytes,#N/A,,%,%,1,2018/4/27,,Y
blood,Monocytes,Monocytes,,10[9]/L,10[9]/L,1,2018/4/27,,Y
blood,Monocytes,Monocytes,,/mm[3],10[9]/L,0.001,2018/4/27,,Y
blood,Monocytes,Monocytes,,10[6]/L,10[9]/L,0.001,2018/4/27,,Y
blood,Monocytes,Monocytes,,10[6]/mL,10[9]/L,1,2018/4/27,,Y
blood,Monocytes,Monocytes,,/nL,10[9]/L,1,2018/4/27,,Y
blood,Monocytes,Monocytes,,10[3]/microL,10[9]/L,1,2018/4/27,,Y
blood,Monocytes,Monocytes,,/microL,10[9]/L,0.001,2018/4/27,,Y
blood,Monocytes,Monocytes,,10[3]/mm[3],10[9]/L,1,2018/4/27,,Y
blood,Monocytes,Monocytes,,10[2]/microL,10[9]/L,0.1,2018/4/27,,Y
blood,Monocytes + Eosinophils + Basophils,#N/A,,10[3]/microL,10[9]/L,1,2018/4/27,,N
blood,Monocytes Immature,#N/A,,10[3]/microL,10[9]/L,1,2018/4/27,,Y
blood,Monocytes Immature,#N/A,,/microL,10[9]/L,0.001,2018/4/27,,Y
blood,Monocytes Immature,#N/A,,/nL,10[9]/L,1,2018/4/27,,Y
blood,Monocytes Immature,#N/A,,10[3]/mm[3],10[9]/L,1,2018/4/27,,Y
blood,Monocytes Immature,#N/A,,/mm[3],10[9]/L,0.001,2018/4/27,,Y
blood,Monocytes Immature,#N/A,,10[9]/L,10[9]/L,1,2018/4/27,,Y
blood,Monocytes Immature/Leukocytes,#N/A,,%,%,1,2018/4/27,,Y
blood,Monocytes/Leukocytes,Monocytes/Leukocytes,,/mm[3],10[9]/L,0.001,2018/4/27,,Y
blood,Monocytes/Leukocytes,Monocytes/Leukocytes,,10[3]/mm[3],10[9]/L,1,2018/4/27,,Y
blood,Monocytes/Leukocytes,Monocytes/Leukocytes,,10[3]/microL,10[9]/L,1,2018/4/27,,Y
blood,Monocytes/Leukocytes,Monocytes/Leukocytes,,/microL,10[9]/L,0.001,2018/4/27,,Y
blood,Monocytes/Leukocytes,Monocytes/Leukocytes,,%,%,1,2018/4/27,,Y
blood,Monocytes/Leukocytes,Monocytes/Leukocytes,,/nL,10[9]/L,1,2018/4/27,,Y
blood,Monocytes/Leukocytes,Monocytes/Leukocytes,,10[9]/L,10[9]/L,1,2018/4/27,,Y
serum,Moth Allergen RAST,#N/A,,IU/mL,kIU/L,1,2018/4/27,,N
serum,Moth Allergen RAST,#N/A,,kIU/L,kIU/L,1,2018/4/27,,N
serum,Mountain Cedar Tree Allergen,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
serum,Mountain Juniper Tree IgE,#N/A,,kIU/L,kIU/L,1,2018/4/27,,N
serum,MuSK Antibody,#N/A,,nmol/L,nmol/L,1,2018/4/27,,Y
serum,Mugwort Weed Allergen,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
blood,Mugwort Weed IgE,#N/A,,kIU/L,kIU/L,1,2018/4/27,,N
serum,Mugwort Weed IgE,#N/A,,kIU/L,kIU/L,1,2018/4/27,,N
serum,Mulberry Tree Allergen,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
serum,Mumps IgG Antibody,#N/A,,U/mL,U/mL,1,2018/4/27,,Y
serum,Mumps Wild Type IgG Antibody,#N/A,,U/mL,U/mL,1,2018/4/27,,N
plasma,Mycobacterium Tuberculosis QFT,#N/A,,IU/mL,IU/mL,1,2018/4/27,,Y
blood,Mycobacterium Tuberculosis QFT,#N/A,,IU/mL,IU/mL,1,2018/4/27,,Y
serum,Mycoplasma Pneumoniae Antibody,#N/A,,,,,2018/4/27,,
serum,Mycoplasma Pneumuniae Antibody IgM,#N/A,,IU/L,IU/L,1,2018/4/27,,Y
serum,Mycoplasma Pneumuniae IgG Antibody,#N/A,,IU/L,IU/L,1,2018/4/27,,Y
blood,Myeloblasts,Myeloblasts,,10[3]/microL,10[9]/L,1,2018/4/27,,Y
blood,Myeloblasts,Myeloblasts,,/mm[3],10[9]/L,0.001,2018/4/27,,Y
blood,Myeloblasts,Myeloblasts,,10[9]/L,10[9]/L,1,2018/4/27,,Y
blood,Myeloblasts,Myeloblasts,,/microL,10[9]/L,0.001,2018/4/27,,Y
blood,Myeloblasts,Myeloblasts,,/nL,10[9]/L,1,2018/4/27,,Y
blood,Myeloblasts,Myeloblasts,,10[3]/mm[3],10[9]/L,1,2018/4/27,,Y
blood,Myeloblasts/Leukocytes,Myeloblasts/Leukocytes,,10[3]/microL,10[9]/L,1,2018/4/27,,Y
blood,Myeloblasts/Leukocytes,Myeloblasts/Leukocytes,,%,%,1,2018/4/27,,Y
blood,Myeloblasts/Leukocytes,Myeloblasts/Leukocytes,,/microL,10[9]/L,0.001,2018/4/27,,Y
blood,Myeloblasts/Leukocytes,Myeloblasts/Leukocytes,,10[9]/L,10[9]/L,1,2018/4/27,,Y
blood,Myeloblasts/Leukocytes,Myeloblasts/Leukocytes,,/nL,10[9]/L,1,2018/4/27,,Y
blood,Myeloblasts/Leukocytes,Myeloblasts/Leukocytes,,10[3]/mm[3],10[9]/L,1,2018/4/27,,Y
blood,Myeloblasts/Leukocytes,Myeloblasts/Leukocytes,,/mm[3],10[9]/L,0.001,2018/4/27,,Y
blood,Myelocytes,Myelocytes,,10[3]/mm[3],10[9]/L,1,2018/4/27,,N
blood,Myelocytes,Myelocytes,,/nL,10[9]/L,1,2018/4/27,,N
